new_building,location,address,price,title,facilities,description_text,ad_url,id,fellesgjeld,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,etasje,byggear,energimerking,rom,tomteareal,bruttoareal,formuesverdi,num,fellesformue,boligselgerforsikring,tomt,renovert_ar,kommunale_avg,festeavgift,festear,grunnflate,sikringsordning,utleiedel
FALSE,#VÅLERENGA,"St. Halvards gate 67, 0657 Oslo",4190000,"Lys og gjennomgående 3-roms med super beliggenhet | Heis | Garasjeleie* | Flott, felles terrasse | Sentralt | Lave omk.","Parkett, Heis, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Turterreng, Offentlig, vann/kloakk, Utsikt, Bredbåndstilknytning","Video Tor. 18. mars 1700 - 1800 + Legg til i kalender Søn. 21. mars 1200 - 1300 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til en lys og fin 3-roms andelsleilighet, beliggende i 3. etasje (heisadkomst) med sentral og attraktiv beliggenhet i hjertet av Vålerenga. Her bor du i et hyggelig nabolag, med nærhet til alle tenkelige fasiliteter! Boligen er gjennomgående og har arealeffektiv planløsning, samt store vindusflater som slipper inn mye naturlig lys.Romslig stue med store vinduerKjøkken med hvitevarer som følgerFlislagt bad med opplegg for vaskemaskinTo gode soveromRikelig lagringsplass i boligen med garderobeskap og omkledningsrom, samt kjellerbodOverbygd svalgang og adkomst via heisFlott, felles terrasseMulighet for garasjeleie*- ledige plasser pt.Lave omk.Kabel-TV/bredbånd inkl.Ingen forkjøpBeboerparkeringKort vei til sentrum, serveringssteder, parker, butikker, samt et ypperlig kollektivtilbud! Tor. 18. mars 1700 - 1800 + Legg til i kalender Søn. 21. mars 1200 - 1300 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210884568,210884568,652766,8009,4850775,5859,Leilighet,Andel,2,64,64,3,1999,D-rød,3,754,70,1124180,NA,107487,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Valle/Hovin,"St. Jørgens vei 33, 0662 Oslo",4300000,3-roms leilighet med solrik balkong. Attraktivt og rolig boområde.,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng"," Søn. 21. mars 13:00 - 14:00 + Legg til i kalender Man. 22. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding DNB Eiendom v/Kaja Fossberg har gleden av å presentere St.Jørgens vei 33 - en lys og meget tiltalende 3-roms leilighet i høy første etasje. Leiligheten ligger i et attraktivt område på Hovin, i et rolig og sjarmerende strøk med store og flotte grøntområder rett utenfor døren. Like bak borettslaget ligger idylliske Hovindammen, og kun et par minutters gange fra leiligheten finner man Halse Torg som kan friste med cafe, bar, treningssenter, vinmonopol og apotek. I nærområdet finner man også et bredt utvalg av matbutikker, samt søndagsåpen kolonial midt i borettslaget. Kort oppsummert-Flott kjøkken fra 2016-Romslig sørvestvendt balkong på 9 kvm, gode solforhold-Praktisk bad fra 2016-Nærhet til alt av servicetilbud og kollektiv transport-Stille, grønne omgivelser og pent utsyn Kaja Aune Fossberg Eiendomsmeglerfullmektig Mobil 907 41 419 Send melding Søn. 21. mars 13:00 - 14:00 + Legg til i kalender Man. 22. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210781240,210781240,86000,8626,4394626,2792,Leilighet,Andel,2,53,53,1,1956,G-rød,3,61436,58,1430864,NA,8134,NA,NA,2016,NA,NA,NA,NA,NA,NA
FALSE,Torshov,"Sandakerveien 23B, 0473 Oslo",4250000,Fin 3-roms leilighet sentralt på Torshov i funkisbygård. Effektiv planløsning.,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Rolig, Sentralt, Turterreng"," Søn. 21. mars 12:00 - 13:00 + Legg til i kalender Man. 22. mars 16:30 - 17:30 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding DNB Eiendom v/ Laila Kleivdal har gleden av å presentere denne 3-roms leiligheten på Torshov. Leiligheten har effektiv og gjennomgående planløsning. Kjøkken og flislagt bad fra 2010. Godt med lagringsplass. Leiligheten inneholder:2 etasje: 2 soverom, bad, stue/kjøkken og balkong på ca 2,4kvmLeiligheten er beliggende i en skjermet sidegate til travle Vogts gate, hvor man har offentlig kommunikasjon og yrende byliv. Ønsker man mer av ro er Akerselva like ved hvor man kan ta seg en gåtur i grønne omgivelser. Laila Therese Kleivdal Daglig leder / Fagansvarlig Mobil 920 27 353 Send melding Vidar Krogsæter Eiendomsmeglerfullmektig Mobil 920 98 902 Send melding Søn. 21. mars 12:00 - 13:00 + Legg til i kalender Man. 22. mars 16:30 - 17:30 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210827952,210827952,96809,110013,4456822,4294,Leilighet,Eier(Selveier),2,48,48,2,1936,F-mørkegrønn,3,696,55,961868,NA,43887,NA,NA,2010,NA,NA,NA,NA,NA,NA
FALSE,Sørenga,"Sørengkaia 66, 0194 Oslo",4990000,"Innbydende 2-roms selveier med påkostede tilvalg, høy standard, sørøstv.balkong, flott sjøutsikt og felles takterrasse.","Takterrasse, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Heis, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Bademulighet"," Tor. 18. mars 11:30 - 12:30 + Legg til i kalender Søn. 21. mars 13:00 - 14:00 + Legg til i kalender Kontakt megler på tlf. eller visningspåmelding for å avtale tidspunkt for visning. For å hindre spredning av koronaviruset gjennomføres visningen etter smittevernsreglene, og i forbindelse med visninger er det påmelding. I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi megler beskjed før det avtales visningstidspunkt. Visningspåmelding Dette er en lekker 2-roms selveier med påkostet tilvalg utover standard leveranse. Her er det blant annet kjøkken med hvitevarer fra Siemens og Miele, plassbygde garderober fra Sigdal og solid eikeparkett på gulv fra Bo Andrèn. Leiligheten ligger i byggets 4. etasje og har balkong med flott sjøutsikt. Dessuten er det tilgang til felles takterrasse med optimale solforhold og nydelig utsikt over Sørenga mot sjøen. Bygget har heisadkomst.Leiligheten har en lys og luftig stue som ble malt i 2020. Stuen har god plass for både sofa og spisebord. Kjøkkenet fra Sigdal ligger i delvis åpen løsning og alle hvitevarer er integrert - inkludert en stilig kaffemaskin. Det er flislagt bad/vaskerom, soverom med garderobe og garderobe i entreen. I tillegg er det en disponibel kjellerbod på ca. 7,7 kvm Michael Johansen Eiendomsmegler Mobil 416 50 892 Send melding Tor. 18. mars 11:30 - 12:30 + Legg til i kalender Søn. 21. mars 13:00 - 14:00 + Legg til i kalender Kontakt megler på tlf. eller visningspåmelding for å avtale tidspunkt for visning. For å hindre spredning av koronaviruset gjennomføres visningen etter smittevernsreglene, og i forbindelse med visninger er det påmelding. I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi megler beskjed før det avtales visningstidspunkt. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210782427,210782427,NA,126092,5116092,2594,Leilighet,Eier(Selveier),1,47,47,4,2012,C-lysegrønn,2,3435,52,965982,NA,39350,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,BEKKELAGET/HOLTET,"Framveien 19, 1177 Oslo",8500000,Halvpart av tomannsbolig over tre plan. 3 soverom og 2 bad. Mod. behov. Gode solforhold og flott beliggenhet. Garasje.,"Balkong/Terrasse, Peis/Ildsted, Parkett, Ingen, gjenboere, Barnevennlig, Rolig, Sentralt, Garasje/P-plass, Offentlig, vann/kloakk, Utsikt"," Søn. 21. mars 1300 - 1500 + Legg til i kalender Man. 22. mars 1630 - 1730 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Halvpart av tomannsbolig fra 1974 med attraktiv og barnevennlig beliggenhet innerst i blindvei. Kort vei til Holtet med café, pizzeria og velassortert matbutikk. Nesten umiddelbar nærhet til flotte turområder ved EkebergslettaBoligen går over tre plan, med en praktisk planløsning. Boligen fremstår med forholdsvis enkel standard, og vil ha behov for oppussing. Kjøkken og ett bad er nytt i 2014. Totalt 3 soverom og 2 bad. Kjellerstue med mange bruksmuligheter.Markterrasse og balkonger vender mot vest, med ettermiddags- og kveldssol. Utgang til markterrasse fra kjellerstue. Utgang til balkong fra stue i 1. etasje og soverom i 2. etasje. Del av dobbelgarasje medfølger. InnholdU. etasje: Trapperom, bad, kjellerstue.1. Etasje: Vindfang, gang, kjøkken, stue.2. Etasje: Trapperom, bad, 3 soverom. Søn. 21. mars 1300 - 1500 + Legg til i kalender Man. 22. mars 1630 - 1730 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210880302,210880302,NA,228170,8728170,NA,Tomannsbolig,Eier(Selveier),3,137,153,NA,1974,G-oransje,5,265,178,2090236,NA,NA,NA,NA,NA,19760,NA,NA,NA,NA,NA
FALSE,SØRENGA,"Sørengkaia 62, 0194 Oslo",18500000,Innholdsrik og rålekker 5-roms topp- og hjørneleilighet med solrik uteplass på ca. 60 kvm. - Flott utsikt - Garasjeplass,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Hage, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Bademulighet, Turterreng, Lademulighet"," Søn. 21. mars 12:00 - 13:00 + Legg til i kalender Man. 22. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding Velkommen til Sørengkaia 62 - En innholdsrik og lekker 5-roms topp- og hjørneleilighet med herlig terrasse på 28 kvm. og takhage på 33 kvm. Svært god intern beliggenhet på Sørenga.Leiligheten er svært velholdt, og holder høy standard. Boligen har en gjennomgående planløsning med god arealfordeling. Her har man entré med lagringsplass, lys og åpen stue, stilsikkert kjøkken med øy, to delikate bad og fire romslige soverom. Her bor man høyt og fritt, med fantastisk utsikt og gode solforhold uten sjenerende innsyn både inne og ute.Det medfølger en stor garasjeplass med ellader. A.kto fjernvarme og internett inkl. Sameiet har felles takterrasse, sykkelbod, heis og kajakkrom. Sørenga ligger ytterst i vannkanten i Oslos nye bydel Bjørvika, og regnes som fjordbyens aller beste beliggenhet. Søn. 21. mars 12:00 - 13:00 + Legg til i kalender Man. 22. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210649229,210649229,NA,472142,18972142,6250,Leilighet,Eier(Selveier),4,130,133,7,2012,C-mørkegrønn,5,3435,146,2079688,NA,83822,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NYBYEN ØKERN,"Mørtelverksbakken 11, 0580 Oslo",4900000,Nyere 3-roms selveier med solrik balkong. Garasjeplass med EL-billader. 2.etasje fra gatenivå. Barnevennlig beliggenhet!,"Balkong/Terrasse, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Bademulighet, Turterreng, Offentlig, vann/kloakk, Utsikt, Bredbåndstilknytning, Lademulighet"," Søn. 21. mars 1245 - 1345 + Legg til i kalender Ons. 24. mars 1700 - 1800 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding Aktiv Grünerløkka har gleden av å presentere Mørtelverksbakken 11! Er du på utkikk etter et hjem du kan flytte rett inn i? Er en leilighet med gjennomgående planløsning, balkong og garasjeplass på listen? Da må du ta en titt her!Eiendommen kan skilte med følgende:Nyere og pen 3-roms fra 2017Beliggende i 1. etasje (2. etasje fra gatenivå)Gjennomgående planløsning med store vindusflater som slipper inn rikelig med naturlig lysRomslig entréÅpen stue- og kjøkkenløsningStilren kjøkkeninnredning med integrerte hvitevarerTo soveromWalk-in-closetPent flislagt bad med varmekabler i gulvet og opplegg for vaskemaskinSolrik bakong på ca. 8 m² med fin utsiktGarasjeplass i felles anlegg med EL-billaderIngen fellesgjeldGodt kollektivtilbudKort vei til grøntområderVelkommen til en hyggelig visning! Søn. 21. mars 1245 - 1345 + Legg til i kalender Ons. 24. mars 1700 - 1800 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210879566,210879566,NA,134042,5034042,2904,Leilighet,Eier(Selveier),2,59,63,NA,2017,C-mørkegrønn,3,9180,69,1090357,NA,7618,Ja,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Vika / Frogner,"Huitfeldts gate 15, 0253 Oslo",4870000,Unik 2-roms leilighet med balkong i særpreget leilighetsprosjekt fra 2017. Påkostede materialer og innovative løsninger,"Takterrasse, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Heis, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Turterreng"," Ons. 17. mars 16:30 - 16:50 + Legg til i kalender Ons. 17. mars 16:50 - 17:10 + Legg til i kalender Ons. 17. mars 17:10 - 17:30 + Legg til i kalender Tor. 18. mars 18:00 - 18:20 + Legg til i kalender Tor. 18. mars 18:20 - 18:40 + Legg til i kalender Tor. 18. mars 18:40 - 19:00 + Legg til i kalender Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Har du behov for privatvisning? Ta kontakt med megler på 469 30 878 eller v.myhre@nordvikbolig.no. Ta gjerne også kontakt hvis du trenger verdivurdering av egen bolig før visning. Husk også å lese salgsoppgave før visning. Visningspåmelding I Vika finner du denne eksepsjonelt særegne 2-roms leiligheten, beliggende høyt til i 6. etasje med heisadkomst. Boligen tilhører et unikt leilighetsprosjekt fra 2017 og holder derfor en god standard. Her har du en lys og iøynefallende stue med svært gode lysforhold og store vinduer. Vannbåren gulvvarme/varmekabler og balansert ventilasjon i samtlige oppholdsrom. Stilrent kjøkken med integrerte hvitevarer, samt et romslig og delikat bad med opplegg for vaskemaskin. Kort fortalt:Stilig 2-roms med balkong Arkitektonisk bygg av arkitekt Jensen SkodvinStort soverom med walk-in closetEtterspurt beliggenhet i Vika / FrognerLave felleskostnaderFjernvarme, kabel-tv/internett inkl.Felles takterrasse med rå utsiktKort til offentlig transport Ons. 17. mars 16:30 - 16:50 + Legg til i kalender Ons. 17. mars 16:50 - 17:10 + Legg til i kalender Ons. 17. mars 17:10 - 17:30 + Legg til i kalender Tor. 18. mars 18:00 - 18:20 + Legg til i kalender Tor. 18. mars 18:20 - 18:40 + Legg til i kalender Tor. 18. mars 18:40 - 19:00 + Legg til i kalender Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Har du behov for privatvisning? Ta kontakt med megler på 469 30 878 eller v.myhre@nordvikbolig.no. Ta gjerne også kontakt hvis du trenger verdivurdering av egen bolig før visning. Husk også å lese salgsoppgave før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210765223,210765223,3641,123162,4996803,2316,Leilighet,Eier(Selveier),1,39,43,6,2017,B-mørkegrønn,2,631,48,1096975,NA,11748,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Adamstuen/Bislett,"Stensgata 4C, 0358 Oslo",4500000,"Lys 2-roms endeleilighet i klassisk bygård vendt mot Stensparken| Skjermet, med nydelig utsyn | Moderniseringsbehov","Barnevennlig, Husdyr, tillatt, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Vaktmester-/vektertjeneste"," Tor. 18. mars 16:30 - 18:00 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding Velkommen til Stensgata 4C - presentert av Caroline Ephraim i Eiendomsmegler 1 Gamle Oslo. Leiligheten ligger i høy 1. etasje på enden av bygget og nyter lyse romslige rom og gjennomgående løsning. Interiøret er prydet av klassiske detaljer som generøs himlingshøyde, takrosett, stukkatur og dype vinduskarmer. I en sosial, sofistikert og trendy bydel, finner du alt av servicetilbud du måtte trenge. Trikk- og busstoppet Stensgata ligger rett i nærheten.Kort fortalt:- Koselig utsyn mot Stensparken- Lys og gjennomgående endeleilighet- Himlinghøyde på 2.85 m- Vakre klassiske detaljer- Store og dype vinduer- Pipeløp- Kjøkkenrom med spiseplass- Hjørnestue med god atmosfære- Masse potensial- Meget attraktivt og sentralt- Helt uten trafikkstøy- Bod i kjeller og trappeoppgang Tor. 18. mars 16:30 - 18:00 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210529992,210529992,166328,118024,4784352,3701,Leilighet,Eier(Selveier),1,56,56,1,1895,G-rød,2,692,62,1144173,NA,41219,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,,"Herregårdsveien 8A, 1168 Oslo",5400000,Lys og pen 5-roms leilighet over 2-plan med stor solrik terrasse på 15 kvm. |Gjennomgående | Heis | Garasje | Flott utsi,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Heis, Ingen, gjenboere, Kabel-TV, Moderne, Offentlig, vann/kloakk, Parkett, Rolig, Utsikt"," Søn. 21. mars 1300 - 1400 + Legg til i kalender Tir. 23. mars 1700 - 1800 + Legg til i kalender Visningspåmelding Velkommen til Herregårdsveien 8A! En stor 5-roms selveierleilighet over to plan med flott og usjenert utsikt. Leiligheten har bla en romslig terrasse og et oppgradert kjøkken med hvitevarer fra Miele. Beliggende i et veletablert og barnevennlig boligområde på Ljan. Rolig og skjermet beliggenhet i grønne og naturskjønne omgivelser. I kort avstand til barnehager, skole og nærbutikk. I umiddelbar nærhet til fine tur- og rekreasjonsområder.Kort om boligen:- Stor, solrik terrasse på 15 kvm.- God takhøyde- Beliggende over to plan- Heis- Garasje- Ingen gjenboere- Flott utsyn- 2 boder- Treningsrom i bygget- Rolig og skjermet i grønne og naturskjønne omgivelser- Kort vei til barnehager, skoler, nærbutikk og offentlig kommunikasjonVelkommen til visning! Søn. 21. mars 1300 - 1400 + Legg til i kalender Tir. 23. mars 1700 - 1800 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210856751,210856751,295000,143712,5838712,6764,Leilighet,Eier(Selveier),4,91,91,6,1973,F-rød,5,NA,NA,1211028,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Bjerkedalen Park v/Risløkka,"Nordalveien 67, 0584 Oslo",4300000,"Lekker 4-roms m/stor, usjenert balkong - P-plass -V.v og fyring inkl. Super beliggenhet, barnevennlig og meget sentralt.","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Rolig, Sentralt, Turterreng"," Tor. 18. mars 17:30 - 18:30 + Legg til i kalender Søn. 21. mars 13:00 - 14:00 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding Velkommen til Nordalveien 67 - En særdeles pen og gjennomført 4-roms m/stor og usjenert balkong. Leiligheten ligger i 2 etg, har gjennomgående planløsning, ble renovert i 2017/18, badet er bygget i 2005/06 i regi av brl. og oppgradert i 2010 - oppsummert en meget god standard, hvor du kan flytte rett inn! Super beliggenhet i et attraktivt og sentralt boligområde. Buss rett utenfor, t-bane og matvarebutikker (Meny, Kiwi og Rema 1000) i kun min gange. Populære skoler og barnehager rett i nærheten. Kort vei til marka. - Høy standard - Usjenert balkong- Epoq kjk m/oppgraderte hvitevarer- Bad fra 2006 oppgradert i 2010- Ingen forkjøpsrett- V.vann/fyring inkl.- Bjerkedalen Park i umiddelbar nærhet- Kort vei til ""alt"" av servicetilbud- P-plass etter førstemann til mølla prinsippet Tor. 18. mars 17:30 - 18:30 + Legg til i kalender Søn. 21. mars 13:00 - 14:00 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210782599,210782599,169944,1164,4471108,4429,Leilighet,Andel,3,66,66,2,1954,G-mørkegrønn,4,44268,73,925824,NA,30475,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Oppsal,"Formerveien 2, 0684 Oslo",3900000,3-roms med lekkert bad fra 2016 - Peis - Trivelig balkong - Nær marka - Lave omk.,"Balkong/Terrasse, Barnevennlig, Fellesvaskeri, Ingen, gjenboere, Peis/Ildsted, Rolig, Utsikt, Bademulighet, Lademulighet"," Søn. 21. mars 12:00 - 13:00 + Legg til i kalender Man. 22. mars 16:30 - 17:30 + Legg til i kalender Visningspåmelding EiendomsMegler 1 v/Asbjørn Gjerde har gleden av å presentere Formerveien 2!En sjarmerende leilighet beliggende i blokkens 3. etasje i Skøyenlia brl. Et borettslag med god vedlikeholdshistorikk. Boligen har lys entré, separat kjøkken med mulighet for spiseplass, romslig stue med peis, 2 trivelige soverom i moderne, tidsriktige farger, samt et lekkert bad fra 2016. Koselig, overbygget balkong på ca 7-8 kvm. Med god utsyn over nærområdet.Umiddelbar nærhet til Østmarka med flotte rekreasjonsmuligheter og turmuligheter, samt kort vei til skoler, barnehager, matbutikker, sentere og offentlig kommunikasjon. Dette er et flott og barnevennlig boligområde med nærhet til alt du trenger! Søn. 21. mars 12:00 - 13:00 + Legg til i kalender Man. 22. mars 16:30 - 17:30 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210852107,210852107,183207,8658,4091865,3356,Leilighet,Andel,2,68,68,3,1960,E-rød,3,5032,75,955598,NA,18344,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Frogner,"Frognerveien 12A, 0263 Oslo",6000000,Klassisk 2/3r selveier m sentral beliggenhet! Balkong. God takhøyde (3.2m). Rosett og stukkatur. Ildsted. Modernisering.,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Peis/Ildsted, Sentralt"," Søn. 21. mars 15:00 - 16:00 + Legg til i kalender Man. 22. mars 17:30 - 18:30 + Legg til i kalender Visningspåmelding Velkommen til Frognerveien 12A! Leiligheten ligger flott til i 3. etasje i en klassisk bygård sentralt på Frogner. Her bor du med umiddelbar nærhet til alt av severdigheter og offentlig kommunikasjon like utenfor inngangsdøren. Leiligheten har en generøs takhøyde og store vindusflater som bidrar til en god atmosfære. Fra stuen er det utgang til balkong på ca. 3,5 kvm.Fremstående kvaliteter ved leiligheten og området:- Arealeffektiv planløsning- Generøs takhøyde- Klassisk stil med rosetter og stukkatur- Kjellerbod og bod i baktrapp- Balkongene og fasaden ble rehabilitert i 2017- Fasade bakgård og trappeoppgang pusset opp vår 2020- Perfekt førstegangskjøp/utleie- Nærhet til off. kommunikasjon- Ettertraktet beliggenhet med ""alt"" i umiddelbar nærhet Søn. 21. mars 15:00 - 16:00 + Legg til i kalender Man. 22. mars 17:30 - 18:30 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210640836,210640836,92000,161942,6253942,5151,Leilighet,Eier(Selveier),2,72,72,3,1904,NA,3,673,84,1521882,NA,11782,NA,NA,NA,NA,NA,NA,NA,NA,NA
